FID,Observed,Cond,LocalR2,Predicted,Intercept,C1_PublicS,C2_Domesti,C3_Irrigat,C4_Aquacul,C5_Mining_,C6_Thermoe,Residual,StdError,StdErr_Int,StdErrC1_P,StdErrC2_D,StdErrC3_I,StdErrC4_A,StdErrC5_M,StdErrC6_T,StdResid,Source_ID
47,8.609999999999999,3.506767612300000,0.609063148479000,38.340218938800000,28.296284813200000,0.000150946902469,0.001063232880710,0.001956351719250,14.874319072400001,4.837876679270000,9.364531677230000,-29.730218938800000,88.607604905299993,33.624483606399998,0.000120152992653,0.001399613187550,0.000323139348915,4.231890858600000,61.540354462200000,4.324626885290000,-0.335526718848000,47
48,122.910000000000000,3.187207104350000,0.792200202535000,125.423247423000010,-0.998123235796000,0.000298986460708,-0.001735093608230,0.004017349322620,1.443096949600000,509.672093405999990,1.497998580010000,-2.513247423010000,29.084356372100000,28.578340760800000,0.000129984288080,0.001435637243360,0.000507416722822,5.040353504460000,143.194347873000000,4.908491602380000,-0.086412344521500,48
49,70.349999999999994,3.790056409870000,0.806435458413000,44.533128022900001,20.950950158099999,0.000581811708230,-0.003276588167410,0.004442994711630,8.325063923669999,9.256607449390000,9.689447514170000,25.816871977100000,91.883270979399995,28.322391655800001,0.000269444932389,0.002310968425760,0.000498173968731,4.403741233470000,10.349791035699999,2.333817386290000,0.280974672559000,49
50,428.519999999999980,3.357154780890000,0.758701208221000,487.725000592000010,21.033294540100002,0.000173878837568,-0.000147089071042,0.004073076229440,5.591590245060000,3.406659416640000,7.769386500900000,-59.205000591800001,58.712753898000003,31.064646853900001,0.000117176932851,0.001323164204280,0.000581978583228,4.093620679880000,10.460863289600001,2.755950242790000,-1.008383982370000,50
51,773.039999999999960,3.872604644030000,0.760548518498000,536.370673201000050,-20.576843850600000,0.000252542633823,0.000645132335033,0.001654840537580,5.940422856780000,393.090170950000020,8.531056327580000,236.669326799000000,65.269282883200006,29.309917524900001,0.000113925155226,0.001326005431790,0.000351036669687,4.683695686700000,111.813618992000000,4.821267095550000,3.626044539550000,51
52,0.270000000000000,3.946553396180000,0.823295706249000,19.922962303300000,20.139576490000000,0.000606968480310,-0.003152652765940,0.004465703297790,9.344691169970000,6.102174832050000,9.777603278799999,-19.652962303300001,91.286005088200000,28.700202193300001,0.000294136538473,0.002469402436670,0.000496538770462,4.437934875450000,10.265309189400000,2.358175390980000,-0.215289981025000,52
53,705.809999999999950,4.826230923530000,0.855741475948000,640.517433818999960,20.778749246299999,0.000862804432942,-0.003762981742160,0.004605017798660,11.270410704100000,2.152075175680000,8.989655516470000,65.292566180799994,69.620947657800002,29.377642133199998,0.000503995161416,0.003445309543920,0.000493397373966,4.556991910690000,10.247767488999999,2.563805470110000,0.937829322601000,53
54,5.230000000000000,4.392278740110000,0.777052475624000,11.068910226400000,-4.451163539960000,0.000242265854576,-0.000162890232823,0.002499724658480,3.550765043710000,336.934898751999980,4.603202248770000,-5.838910226370000,91.586780973700002,29.846773441500002,0.000111733743943,0.001323376059720,0.000545419908350,4.174752399140000,125.305879098999990,4.372799944780000,-0.063752761744600,54
55,120.650000000000010,3.775481371940000,0.676903103373000,186.178452639999990,-9.959416305260000,0.000206423955882,0.001601952853800,0.001796486626210,11.274880005300000,178.255936802000010,11.178263599199999,-65.528452640200001,79.640764813399997,30.235116409900002,0.000116219289105,0.001346008742280,0.000319849429930,4.768497996220000,77.426943495399996,4.479685081680000,-0.822800393665000,55
56,203.860000000000010,3.452404861130000,0.792455167419000,295.314273362999980,27.090282633099999,0.000137753811876,-0.000375197880141,0.004363751681430,6.683221598930000,0.389594796226000,9.656077912940001,-91.454273362799995,92.105481921399999,30.508423083299999,0.000133663350631,0.001383754757730,0.000635758716850,3.972032839130000,10.451976101600000,2.420129916880000,-0.992929752442000,56
57,71.480000000000004,3.596526765610000,0.791071391192000,79.301521842599996,16.628700241400001,0.000541284487536,-0.003473125853460,0.004341258142830,6.566722277000000,31.341126169700001,9.449218189350001,-7.821521842550000,90.066250403599994,29.428088137000000,0.000283287666172,0.002612953434920,0.000508691554314,4.507563119030000,12.355693637700000,2.339918016930000,-0.086841872593900,57
58,0.620000000000000,3.825668312150000,0.775622162747000,7.262114078410000,7.042529864900000,0.000231422854620,-0.000505422313624,0.003347283759270,2.968801367040000,216.014832896999990,2.829956780550000,-6.642114078410000,91.008792364499996,30.262334630400002,0.000112421270708,0.001327780825320,0.000526654858026,4.055627530160000,98.450175069799997,4.529217843690000,-0.072983213004400,58
59,236.440000000000000,4.327761082510000,0.781949360976000,141.630945867000010,-10.190933127799999,0.000245071378492,-0.000088895628952,0.002304714317000,3.845811453010000,366.033047689999990,5.474702577970000,94.809054133299995,77.259043933900003,29.990056861700001,0.000111736733340,0.001325389890960,0.000544213488050,4.180269220930000,128.630369261999990,4.285693973380000,1.227158003850000,59
60,21.960000000000001,3.235401604930000,0.779998198382000,125.699763408000000,2.733499758100000,0.000233008740041,-0.001047488519990,0.003820381406700,1.622906015830000,310.461877819999980,2.801455354870000,-103.739763408000000,90.604978269200004,30.047858050500000,0.000113881783099,0.001357746555280,0.000516125926825,4.608800416230000,147.060219625999990,4.545307462140000,-1.144967587760000,60
61,157.080000000000010,3.328412384110000,0.715987763430000,179.206137060000000,-7.327875040990000,0.000228575075164,-0.000104976837200,0.003179217171790,5.515166299740000,27.931894788299999,7.512607728920000,-22.126137059500000,79.699689397800000,30.042461286399998,0.000113306272152,0.001329909527820,0.000428936661732,4.308425117150000,60.299573213300000,4.123435569210000,-0.277618861838000,61
62,84.939999999999998,3.641065850060000,0.743770785339000,127.529311248000000,-23.497383090600000,0.000250457637133,0.000532969513687,0.001838909509610,7.219045399010000,325.201317351999990,8.735893464840000,-42.589311248199998,78.811884160199995,30.329140873600000,0.000113477387584,0.001323664970460,0.000373506910743,4.394004647350000,99.779097136999994,4.269913890070000,-0.540391994203000,62
63,36.500000000000000,3.606458610960000,0.803542467415000,60.087636373700001,-10.798165018600001,0.000238621017147,-0.000871604388683,0.004114322040310,0.419899961829000,-7.756090175650000,7.024907810990000,-23.587636373700001,88.648543795899997,33.443298185800003,0.000130028602699,0.001403129010540,0.000512357097391,5.069752992830000,67.171663691800006,4.268322095860000,-0.266080359177000,63
